Country,LanguageHaveWorkedWith,LanguageWantToWorkWith,ConvertedCompYearly,WorkExp,RemoteWork,AISelect
Brazil,Bash/Shell (all shells);C++;GDScript;Go;HTML/CSS;JavaScript;Python;Ruby;SQL,C++;GDScript;Go,54611.0,6.0,,"Yes, I use AI tools daily"
Brazil,,,27306.0,30.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,,,,19.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;Lisp;Lua;Python;TypeScript,C;C#;F#;JavaScript;Lisp;OCaml;PHP;Swift;TypeScript;Mojo;Gleam,,13.0,Remote,"Yes, I use AI tools daily"
Brazil,,,,4.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Rust;TypeScript,25485.0,30.0,"Hybrid (some remote, leans heavy to in-person)","No, but I plan to soon"
Brazil,Bash/Shell (all shells);C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,COBOL,3277.0,2.0,In-person,"Yes, I use AI tools daily"
Brazil,HTML/CSS;Java;JavaScript,HTML/CSS;Java;JavaScript,12743.0,2.0,In-person,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Elixir;Groovy;HTML/CSS;Java;JavaScript;TypeScript;VBA,Bash/Shell (all shells);Go;Java;JavaScript;Rust;TypeScript,54611.0,29.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Java;JavaScript;Kotlin;Python;SQL,Bash/Shell (all shells);Java;JavaScript;Kotlin;Python;TypeScript,43689.0,8.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,HTML/CSS;JavaScript;SQL;TypeScript,Go;HTML/CSS;JavaScript;Lua;Rust;SQL;TypeScript,1529.0,,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;SQL,4733.0,3.0,In-person,"Yes, I use AI tools weekly"
Brazil,C;HTML/CSS;JavaScript;PHP;SQL;TypeScript,C;C++;HTML/CSS;JavaScript;PHP;SQL;TypeScript,26213.0,13.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Python;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;TypeScript,17476.0,7.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C;C#;Go;HTML/CSS;JavaScript;Lua;PowerShell;Rust;SQL;Visual Basic (.Net),Bash/Shell (all shells);C;C#;Go;Rust;SQL;Visual Basic (.Net);Zig,69174.0,21.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;C++;JavaScript;Lua;Python;SQL,Bash/Shell (all shells);C++;JavaScript;MicroPython;Python;Rust;SQL;Swift;Zig,36407.0,35.0,,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Go,20115.0,4.0,Remote,"Yes, I use AI tools daily"
Brazil,Assembly;C;C#;C++;HTML/CSS;JavaScript;Lua;PHP;Python;Rust;SQL;TypeScript,Assembly;C;C#;Lua;SQL,546.0,2.0,In-person,"No, and I don't plan to"
Brazil,JavaScript,,,7.0,,
Brazil,Java;SQL,HTML/CSS;Java;Python;SQL,8738.0,3.0,Remote,"Yes, I use AI tools weekly"
Brazil,C;C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL,C#;Go;HTML/CSS;JavaScript;PowerShell;Python;SQL,5097.0,5.0,In-person,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;PowerShell;Python,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;TypeScript,7099.0,3.0,In-person,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);Go;JavaScript;SQL,80096.0,10.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;Groovy;HTML/CSS;Python;SQL,C#;Python,36407.0,17.0,Remote,"Yes, I use AI tools daily"
Brazil,,,,,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;C++;F#;PowerShell;Python;SQL;TypeScript,C#;C++;F#;TypeScript,163833.0,25.0,Remote,"Yes, I use AI tools daily"
Brazil,Go;Python;SQL;TypeScript,Go;Python;SQL,45509.0,7.0,Remote,"Yes, I use AI tools daily"
Brazil,Python,,,50.0,,"No, but I plan to soon"
Brazil,,,7646.0,3.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);Go;JavaScript;Python;SQL,Go;Rust,23665.0,10.0,"Hybrid (some in-person, leans heavy to flexibility)","No, and I don't plan to"
Brazil,,,32767.0,31.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools weekly"
Brazil,HTML/CSS;JavaScript;SQL;TypeScript,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,21844.0,10.0,Remote,"Yes, I use AI tools daily"
Brazil,,,,20.0,In-person,"Yes, I use AI tools daily"
Brazil,,,54611.0,17.0,Remote,"Yes, I use AI tools daily"
Brazil,,,61164.0,23.0,"Hybrid (some remote, leans heavy to in-person)",
Brazil,Bash/Shell (all shells);C;C++;Elixir;Erlang;Go;JavaScript,,36407.0,5.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;SQL,Bash/Shell (all shells);Go;Python;Rust;SQL,,20.0,Remote,"Yes, I use AI tools daily"
Brazil,HTML/CSS;PowerShell;Python;SQL,HTML/CSS;Java;PowerShell;Python;SQL,28216.0,13.0,In-person,"Yes, I use AI tools daily"
Brazil,HTML/CSS;Python;SQL;TypeScript,Java;Kotlin;PHP,3495.0,2.0,In-person,"Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;SQL;TypeScript,Go;HTML/CSS;JavaScript;Rust;SQL;Swift;TypeScript,54611.0,14.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,,,In-person,"Yes, I use AI tools daily"
Brazil,,,,4.0,"Hybrid (some remote, leans heavy to in-person)",
Brazil,Bash/Shell (all shells);C;C#;C++;SQL,Bash/Shell (all shells);C;C#;C++;SQL,72815.0,15.0,"Your choice (very flexible, you can come in when you want or just as needed)","No, but I plan to soon"
Brazil,Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;Python;Rust;SQL;TypeScript,20024.0,4.0,Remote,"Yes, I use AI tools weekly"
Brazil,,,,20.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;C#;Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Bash/Shell (all shells);C;Go;HTML/CSS;Java;JavaScript;Lua;Python;Rust;SQL,91018.0,21.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Dart;Swift,Bash/Shell (all shells);Elixir;Erlang;Swift,60982.0,9.0,Remote,"Yes, I use AI tools weekly"
Brazil,Dart;Delphi;Java;SQL,C#;Dart;Delphi;Go;Java;Rust;SQL,15291.0,10.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,,,10924.0,10.0,Remote,"Yes, I use AI tools weekly"
Brazil,JavaScript;SQL;TypeScript,,43689.0,15.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Delphi;HTML/CSS;Python;Ruby;SQL,Bash/Shell (all shells);Dart;Go;HTML/CSS;Python;SQL,50242.0,25.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;Delphi;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Prolog;Python;SQL;TypeScript,Bash/Shell (all shells);C;C#;C++;Delphi;HTML/CSS;JavaScript;Python;SQL;TypeScript,20097.0,10.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,Assembly;C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lisp;PHP;Prolog;Rust;SQL,,38228.0,17.0,In-person,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Rust;TypeScript,,12378.0,19.0,Remote,"No, and I don't plan to"
Brazil,C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),Assembly;Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;Lua;Rust;SQL;TypeScript;Visual Basic (.Net),4005.0,1.0,In-person,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;C++;Java;Python;SQL,,91018.0,6.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,C;C#;MATLAB;Python;R;SQL,C#;Python,7281.0,18.0,Remote,"Yes, I use AI tools daily"
Brazil,,,3058.0,,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),,12743.0,10.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);C;Go;Java;Kotlin;Ruby;TypeScript,,6000.0,20.0,,"Yes, I use AI tools daily"
Brazil,Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Delphi;F#;Go;HTML/CSS;Java;JavaScript;Kotlin;Lisp;PHP;PowerShell;Prolog;Python;R;Scala;SQL;TypeScript;VBA;Visual Basic (.Net),,35497.0,29.0,,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;Dart;HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,14725.0,3.0,In-person,"Yes, I use AI tools daily"
Brazil,C#;HTML/CSS;JavaScript;R;SQL;VBA;Visual Basic (.Net),C#;HTML/CSS;JavaScript;Python;R;SQL;VBA;Visual Basic (.Net),182037.0,35.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;HTML/CSS;Java;PHP;PowerShell;Python;SQL;TypeScript,Go,43689.0,17.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;JavaScript;Python;SQL;TypeScript,Go;Python,28398.0,5.0,Remote,"Yes, I use AI tools daily"
Brazil,Dart;Delphi;Python;SQL,Dart;Rust;SQL,7341.0,4.0,In-person,"Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Go;Lua;Python;Rust,1820367.0,20.0,Remote,"Yes, I use AI tools daily"
Brazil,PowerShell;Python;SQL,PowerShell;Python;SQL,4369.0,12.0,,"Yes, I use AI tools weekly"
Brazil,C#;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,,,7.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);C;C++;Java;Kotlin;PowerShell;Python;SQL,Bash/Shell (all shells);C;C++;Python;R;Scala;SQL,36407.0,5.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools daily"
Brazil,C;C#;C++;HTML/CSS;JavaScript;Prolog;Python;R,C#;C++;Python,8192.0,,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,,,32767.0,29.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Go;HTML/CSS;JavaScript;Kotlin;Lua;PowerShell;Rust;TypeScript,21844.0,12.0,,"Yes, I use AI tools monthly or infrequently"
Brazil,HTML/CSS;Java;JavaScript;SQL,Go;HTML/CSS;Java;JavaScript;SQL,11978.0,4.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;C++;JavaScript;Lua;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C;C++;JavaScript;Lua;Python;Rust;SQL;TypeScript,7281.0,10.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;Python;SQL;TypeScript,,11286.0,7.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;C++;Delphi;HTML/CSS;JavaScript;Python;SQL;TypeScript,C#;C++;Delphi;HTML/CSS;JavaScript;Python;SQL;Swift;TypeScript,45509.0,15.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL,Kotlin;Python;SQL,69174.0,12.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Python;Rust;SQL,MicroPython;Python;Rust;SQL,52791.0,5.0,Remote,"Yes, I use AI tools weekly"
Brazil,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PowerShell;Python,Rust,52791.0,18.0,Remote,"No, but I plan to soon"
Brazil,Bash/Shell (all shells);Python;SQL,,36043.0,23.0,Remote,"No, but I plan to soon"
Brazil,C++;Python,Python,3641.0,40.0,,"No, but I plan to soon"
Brazil,HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Go,25485.0,26.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,Delphi,Delphi,32767.0,14.0,Remote,"Yes, I use AI tools daily"
Brazil,C++;GDScript;HTML/CSS;Java;JavaScript;SQL;TypeScript,Lua,14199.0,3.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools monthly or infrequently"
Brazil,Go;JavaScript;Python;SQL;TypeScript,Elixir;Erlang;Go;Kotlin;Gleam,25485.0,8.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;Python,C#,42961.0,30.0,Remote,"Yes, I use AI tools daily"
Brazil,,,,,,
Brazil,,,,5.0,In-person,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);GDScript;HTML/CSS;JavaScript;Lua;Python;TypeScript,GDScript;HTML/CSS;Java;JavaScript;Lua;PHP;Python;TypeScript,,,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;HTML/CSS;Python;SQL,,81917.0,18.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,Bash/Shell (all shells);Go,Bash/Shell (all shells);Go,36407.0,6.0,Remote,"Yes, I use AI tools daily"
Brazil,,,466.0,18.0,In-person,
Brazil,Bash/Shell (all shells);C#;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);C;C#;Go;Kotlin;PowerShell;Python;R;Ruby;Rust;Scala;SQL,46419.0,12.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;SQL;TypeScript,136528.0,36.0,Remote,"Yes, I use AI tools daily"
Brazil,,,67354.0,16.0,Remote,"Yes, I use AI tools daily"
Brazil,HTML/CSS;Java;Python;TypeScript,Go;HTML/CSS;Java;Python;TypeScript,7646.0,,,"Yes, I use AI tools daily"
Brazil,,,,2.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,,,,,Remote,"No, but I plan to soon"
Brazil,JavaScript;PHP;SQL;TypeScript,Go;JavaScript;PHP;Python;SQL;TypeScript,29568.0,8.0,Remote,"Yes, I use AI tools daily"
Brazil,Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript,C++;Go;HTML/CSS;JavaScript;Kotlin;Rust;SQL;TypeScript,13107.0,3.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;TypeScript,91.0,2.0,Remote,"Yes, I use AI tools daily"
Brazil,COBOL;Fortran;GDScript;HTML/CSS;Java;JavaScript;SQL;TypeScript,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;Dart;Delphi;Elixir;Erlang;F#;Go;Groovy;Kotlin;Lisp;Lua;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;Swift;VBA;Visual Basic (.Net);Zig;Mojo;Gleam,67354.0,25.0,,"Yes, I use AI tools daily"
Brazil,C;C++;Elixir;Python,C;C++;Python,8738.0,10.0,,"Yes, I use AI tools weekly"
Brazil,Assembly;Bash/Shell (all shells);C;Lua,C;C#;Fortran;Go;Kotlin;Lisp;Lua;Swift,,4.0,,"No, and I don't plan to"
Brazil,,,,22.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;GDScript;Go;HTML/CSS;Java;JavaScript;Lua;Perl;PHP;PowerShell;Python;SQL;TypeScript,Assembly;Bash/Shell (all shells);C;C#;C++;GDScript;HTML/CSS;JavaScript;Lua;Perl;Rust;SQL;TypeScript,8046.0,3.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript,Go;PHP;TypeScript,91018.0,23.0,Remote,"Yes, I use AI tools daily"
Brazil,,,364.0,1.0,,"No, and I don't plan to"
Brazil,C;C++;MATLAB;MicroPython;Python;Ruby,C;C++;MATLAB;Python;Ruby,15473.0,2.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools monthly or infrequently"
Brazil,,,67354.0,7.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,PHP;Python,C#;GDScript;Go;Python,1820.0,2.0,,"Yes, I use AI tools daily"
Brazil,,,30946.0,10.0,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C#;HTML/CSS;Java;Kotlin;Lua;Python,Ruby;Rust;TypeScript,,,,"Yes, I use AI tools daily"
Brazil,Python;SQL,Java;JavaScript;TypeScript,,1.0,,"No, but I plan to soon"
Brazil,Bash/Shell (all shells);C#;Java;JavaScript;Python;Scala;SQL;TypeScript,Elixir;Erlang;Go;Rust;Zig,29126.0,10.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,,10.0,Remote,"Yes, I use AI tools daily"
Brazil,,,12743.0,25.0,"Hybrid (some remote, leans heavy to in-person)","No, but I plan to soon"
Brazil,Delphi;HTML/CSS;PHP;SQL,HTML/CSS;PHP;Python;R;SQL,18204.0,25.0,,"No, but I plan to soon"
Brazil,,,2184.0,37.0,"Your choice (very flexible, you can come in when you want or just as needed)","No, but I plan to soon"
Brazil,,,,6.0,,
Brazil,,,54611.0,8.0,Remote,
Brazil,,,54611.0,16.0,Remote,"Yes, I use AI tools daily"
Brazil,Ada;Assembly;C;C++;SQL,Go;Java;Rust,,,In-person,"Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;PHP;Ruby;TypeScript,,54611.0,14.0,Remote,"Yes, I use AI tools weekly"
Brazil,Python;Visual Basic (.Net),Bash/Shell (all shells);C++;Fortran;MATLAB;Python;Visual Basic (.Net),34951.0,20.0,Remote,"Yes, I use AI tools weekly"
Brazil,HTML/CSS;JavaScript;TypeScript,Go,43689.0,7.0,Remote,"Yes, I use AI tools daily"
Brazil,,,48240.0,10.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,C#;Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,,52427.0,9.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C++;Delphi;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL;TypeScript,9102.0,24.0,,"No, but I plan to soon"
Brazil,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,Go;Rust,118324.0,10.0,,"Yes, I use AI tools weekly"
Brazil,PowerShell;Python;R;SQL,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Python;R;SQL,33677.0,35.0,,"No, but I plan to soon"
Brazil,C#;Dart;HTML/CSS;JavaScript;Kotlin;SQL;Swift;TypeScript;Visual Basic (.Net),C#;Dart;HTML/CSS;JavaScript;Kotlin;TypeScript;Visual Basic (.Net),36407.0,12.0,Remote,"Yes, I use AI tools daily"
Brazil,HTML/CSS;Java;JavaScript;PHP;Python;SQL,HTML/CSS;Java;JavaScript;PHP;Python;SQL,3641.0,20.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,C;C#;C++;Delphi;HTML/CSS;Java;JavaScript;PHP;SQL;VBA,HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA,350.0,1.0,"Hybrid (some in-person, leans heavy to flexibility)","No, and I don't plan to"
Brazil,HTML/CSS;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;PHP;SQL;TypeScript,61892.0,15.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,PHP;Python;Rust,36407.0,17.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;Delphi;HTML/CSS;JavaScript;Python;SQL;Visual Basic (.Net),C#;Delphi;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,27306.0,30.0,Remote,"Yes, I use AI tools daily"
Brazil,C#;Dart;Elixir;JavaScript;Python;TypeScript,C#;Dart;Elixir;JavaScript;Python;TypeScript,117960.0,15.0,Remote,"Yes, I use AI tools daily"
Brazil,Dart;HTML/CSS;JavaScript;Kotlin;SQL;Swift;TypeScript,Dart,69538.0,11.0,,"No, and I don't plan to"
Brazil,HTML/CSS;Java;JavaScript;Kotlin;MicroPython;PHP,,,,Remote,"Yes, I use AI tools daily"
Brazil,Python;SQL,Python;SQL,40958.0,12.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,,,,,,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Dart;Delphi;Fortran;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;SQL,Assembly;Java;SQL,46419.0,17.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,C#;HTML/CSS;JavaScript;Python;SQL;Visual Basic (.Net),,10922.0,3.0,In-person,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;Swift;TypeScript,2803.0,8.0,,"Yes, I use AI tools weekly"
Brazil,Ada;C;C++;COBOL;Dart;Delphi;Elixir;GDScript;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;MicroPython;PHP;PowerShell;Prolog;R;Zig;Mojo;Gleam,Ada;Assembly;Bash/Shell (all shells);C#;Erlang;F#;Fortran;Go;Lua;MATLAB;OCaml;Perl;Python;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net),,,,"Yes, I use AI tools daily"
Brazil,Ada;Assembly;C;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;Prolog;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zig;Mojo;Gleam,C++,4.0,15.0,In-person,
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;MATLAB;PowerShell;Python;Rust;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Rust;TypeScript,,1.0,Remote,"Yes, I use AI tools weekly"
Brazil,C;C++;GDScript;Java;Kotlin;Python,C;Java;Kotlin;Python;Rust,18204.0,5.0,Remote,"Yes, I use AI tools weekly"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,Assembly;Bash/Shell (all shells);C;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,40048.0,20.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools daily"
Brazil,HTML/CSS;PHP;SQL,PHP,58980.0,12.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Go;Java;Python;SQL,Bash/Shell (all shells);Go;Python;SQL,115635.0,5.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,,45509.0,17.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript,C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,13289.0,3.0,In-person,"Yes, I use AI tools monthly or infrequently"
Brazil,Delphi;Python;SQL,Delphi;Python;SQL,27488.0,25.0,"Hybrid (some in-person, leans heavy to flexibility)","No, but I plan to soon"
Brazil,Bash/Shell (all shells);JavaScript;Python;TypeScript,Bash/Shell (all shells);Go;Kotlin;Python;Rust,12743.0,22.0,Remote,"Yes, I use AI tools monthly or infrequently"
Brazil,C#,C#,43871.0,9.0,"Your choice (very flexible, you can come in when you want or just as needed)","Yes, I use AI tools weekly"
Brazil,,,90000.0,4.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL,33000.0,19.0,Remote,"Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);C;C#;C++;COBOL;HTML/CSS;SQL,Java;JavaScript;MicroPython;TypeScript,11832.0,27.0,"Hybrid (some remote, leans heavy to in-person)","Yes, I use AI tools monthly or infrequently"
Brazil,JavaScript;Python;Rust,Python;Rust;TypeScript,10649.0,12.0,In-person,"Yes, I use AI tools weekly"
Brazil,HTML/CSS;JavaScript;PHP;PowerShell;Ruby;SQL;TypeScript,HTML/CSS;JavaScript;PHP;Python,21844.0,6.0,,"Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;Rust;TypeScript,26213.0,30.0,"Hybrid (some in-person, leans heavy to flexibility)","Yes, I use AI tools daily"
Brazil,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;Swift;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;Rust;SQL;TypeScript,94659.0,13.0,Remote,"Yes, I use AI tools daily"
Brazil,,,,,,"Yes, I use AI tools daily"
Brazil,,,21844.0,30.0,,"Yes, I use AI tools monthly or infrequently"
Brazil,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL,Assembly;C;C#;C++;JavaScript;PowerShell;Rust,29126.0,7.0,"Hybrid (some in-person, leans heavy to flexibility)","No, and I don't plan to"
Brazil,Go;JavaScript;Python;SQL,Go;Python;Rust;SQL,73361.0,13.0,Remote,"Yes, I use AI tools daily"
Brazil,HTML/CSS;JavaScript;Python;SQL;TypeScript,Go;Java;JavaScript;Python;SQL;TypeScript,17415.0,3.0,Remote,"Yes, I use AI tools daily"
Brazil,,,73.0,14.0,Remote,"Yes, I use AI tools daily"
